Date,Hotel Name,Hotel ID,Room Name,Room ID,Price
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,168
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,188
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,198
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,218
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,155
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,165
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,168
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,188
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,198
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,218
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,155
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,165
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Deluxe,1779917,258
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Deluxe,1779917,278
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Deluxe,1779917,288
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Deluxe,1779917,308
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Deluxe,1779917,245
2022-02-20,Hyatt Regency Thessaloniki,17799,1 King Deluxe,1779917,255
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,258
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,278
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,288
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,308
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,245
2022-02-20,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,255
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,273
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,293
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,303
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,323
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,260
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,270
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,418
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,438
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,448
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,468
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,405
2022-02-20,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,415
2022-02-20,Electra Palace Thessaloniki,95605,Classic Double Or Twin  Room,9560502,166
2022-02-20,Electra Palace Thessaloniki,95605,Classic Double Or Twin  Room,9560502,157
2022-02-20,Electra Palace Thessaloniki,95605,Superior Double or Twin Room with Side Sea View,9560546,175
2022-02-20,Electra Palace Thessaloniki,95605,Superior Double or Twin Room with Side Sea View,9560546,166
2022-02-20,Electra Palace Thessaloniki,95605,Premium Double or Twin Room with Side Sea View,9560548,184
2022-02-20,Electra Palace Thessaloniki,95605,Premium Double or Twin Room with Side Sea View,9560548,175
2022-02-20,Electra Palace Thessaloniki,95605,Classic Triple Room,9560505,193
2022-02-20,Electra Palace Thessaloniki,95605,Superior Triple Room with Side Sea View,9560547,202
2022-02-20,Electra Palace Thessaloniki,95605,Premium Double or Twin Room with Sea View,9560509,207
2022-02-20,Electra Palace Thessaloniki,95605,Premium Double or Twin Room with Sea View,9560509,198
2022-02-20,Electra Palace Thessaloniki,95605,Superior Triple Room with Sea View,9560506,225
2022-02-20,Electra Palace Thessaloniki,95605,Executive Double or Twin Room with Side Sea View,9560551,225
2022-02-20,Electra Palace Thessaloniki,95605,Executive Double or Twin Room with Side Sea View,9560551,216
2022-02-20,Electra Palace Thessaloniki,95605,Premium Triple Room with Sea View,9560550,234
2022-02-20,Electra Palace Thessaloniki,95605,Executive Double or Twin Room with Sea View,9560504,265
2022-02-20,Electra Palace Thessaloniki,95605,Executive Double or Twin Room with Sea View,9560504,256
2022-02-20,Electra Palace Thessaloniki,95605,Executive Triple Room with Sea View,9560552,292
2022-02-20,Electra Palace Thessaloniki,95605,Junior Suite,9560510,306
2022-02-20,Electra Palace Thessaloniki,95605,Junior Suite,9560510,324
2022-02-20,Electra Palace Thessaloniki,95605,Superior Suite,9560554,333
2022-02-20,Electra Palace Thessaloniki,95605,Superior Suite,9560554,351
2022-02-20,Electra Palace Thessaloniki,95605,Executive Suite,9560555,657
2022-02-20,Electra Palace Thessaloniki,95605,Executive Suite,9560555,675
2022-02-20,Makedonia Palace,95640,Premium Room with City View,9564002,163
2022-02-20,Makedonia Palace,95640,Premium Room with City View,9564002,181
2022-02-20,Makedonia Palace,95640,Premium Room with City View,9564002,188
2022-02-20,Makedonia Palace,95640,Premium Room with City View,9564002,206
2022-02-20,Makedonia Palace,95640,Premium Room with City View,9564002,150
2022-02-20,Makedonia Palace,95640,Premium Room with City View,9564002,166
2022-02-20,Makedonia Palace,95640,Executive Double Room with City View,9564017,181
2022-02-20,Makedonia Palace,95640,Executive Double Room with City View,9564017,201
2022-02-20,Makedonia Palace,95640,Executive Double Room with City View,9564017,206
2022-02-20,Makedonia Palace,95640,Executive Double Room with City View,9564017,226
2022-02-20,Makedonia Palace,95640,Executive Double Room with City View,9564017,168
2022-02-20,Makedonia Palace,95640,Executive Double Room with City View,9564017,186
2022-02-20,Makedonia Palace,95640,Premium Room with Sea View,9564001,190
2022-02-20,Makedonia Palace,95640,Premium Room with Sea View,9564001,211
2022-02-20,Makedonia Palace,95640,Premium Room with Sea View,9564001,215
2022-02-20,Makedonia Palace,95640,Premium Room with Sea View,9564001,236
2022-02-20,Makedonia Palace,95640,Premium Room with Sea View,9564001,177
2022-02-20,Makedonia Palace,95640,Premium Room with Sea View,9564001,196
2022-02-20,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,208
2022-02-20,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,231
2022-02-20,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,233
2022-02-20,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,256
2022-02-20,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,195
2022-02-20,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,216
2022-02-20,Makedonia Palace,95640,Junior Suite with City View,9564003,253
2022-02-20,Makedonia Palace,95640,Junior Suite with City View,9564003,281
2022-02-20,Makedonia Palace,95640,Junior Suite with City View,9564003,278
2022-02-20,Makedonia Palace,95640,Junior Suite with City View,9564003,306
2022-02-20,Makedonia Palace,95640,Junior Suite with City View,9564003,240
2022-02-20,Makedonia Palace,95640,Junior Suite with City View,9564003,266
