Date,Hotel Name,Hotel ID,Room Name,Room ID,Price
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,276
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,290
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,303
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,317
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,331
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,349
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,368
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,386
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,405
2022-02-21,Saint Dimitrios Central Apartment 100sqm.,3780532,Deluxe Apartment,378053201,423
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access,1779916,218
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access,1779916,238
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access,1779916,248
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access,1779916,268
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access,1779916,180
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access,1779916,190
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access Deluxe,1779915,308
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access Deluxe,1779915,328
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access Deluxe,1779915,338
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access Deluxe,1779915,358
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access Deluxe,1779915,270
2022-02-21,Hyatt Regency Thessaloniki,17799,1 King Pool View Club Access Deluxe,1779915,280
2022-02-21,Aristotelous Square Luxury Apartment,5386372,Deluxe Apartment,538637201,183
2022-02-21,Aristotelous Square Luxury Apartment,5386372,Deluxe Apartment,538637201,201
2022-02-21,Aristotelous Square Luxury Apartment,5386372,Deluxe Apartment,538637201,220
2022-02-21,#Luxlikehome - Art Maison,2581194,Deluxe Apartment,258119401,169
2022-02-21,Electra Palace Thessaloniki,95605,Classic Double Or Twin  Room,9560502,166
2022-02-21,Electra Palace Thessaloniki,95605,Classic Double Or Twin  Room,9560502,157
2022-02-21,Electra Palace Thessaloniki,95605,Superior Double or Twin Room with Side Sea View,9560546,175
2022-02-21,Electra Palace Thessaloniki,95605,Superior Double or Twin Room with Side Sea View,9560546,166
2022-02-21,Electra Palace Thessaloniki,95605,Premium Double or Twin Room with Side Sea View,9560548,184
2022-02-21,Electra Palace Thessaloniki,95605,Premium Double or Twin Room with Side Sea View,9560548,175
2022-02-21,Electra Palace Thessaloniki,95605,Classic Triple Room,9560505,193
2022-02-21,Electra Palace Thessaloniki,95605,Premium Double or Twin Room with Sea View,9560509,207
2022-02-21,Electra Palace Thessaloniki,95605,Premium Double or Twin Room with Sea View,9560509,198
2022-02-21,Electra Palace Thessaloniki,95605,Premium Triple Room with Side Sea View,9560549,211
2022-02-21,Electra Palace Thessaloniki,95605,Superior Triple Room with Sea View,9560506,225
2022-02-21,Electra Palace Thessaloniki,95605,Executive Double or Twin Room with Side Sea View,9560551,225
2022-02-21,Electra Palace Thessaloniki,95605,Executive Double or Twin Room with Side Sea View,9560551,216
2022-02-21,Electra Palace Thessaloniki,95605,Premium Triple Room with Sea View,9560550,234
2022-02-21,Electra Palace Thessaloniki,95605,Executive Double or Twin Room with Sea View,9560504,265
2022-02-21,Electra Palace Thessaloniki,95605,Executive Double or Twin Room with Sea View,9560504,256
2022-02-21,Electra Palace Thessaloniki,95605,Executive Triple Room with Sea View,9560552,292
2022-02-21,Electra Palace Thessaloniki,95605,Junior Suite,9560510,306
2022-02-21,Electra Palace Thessaloniki,95605,Junior Suite,9560510,324
2022-02-21,Electra Palace Thessaloniki,95605,Superior Suite,9560554,333
2022-02-21,Electra Palace Thessaloniki,95605,Superior Suite,9560554,351
2022-02-21,Electra Palace Thessaloniki,95605,Family Room,9560553,404
2022-02-21,Electra Palace Thessaloniki,95605,Family Room,9560553,422
2022-02-21,Electra Palace Thessaloniki,95605,Executive Suite,9560555,657
2022-02-21,Electra Palace Thessaloniki,95605,Executive Suite,9560555,675
2022-02-21,Makedonia Palace,95640,Premium Room with City View,9564002,163
2022-02-21,Makedonia Palace,95640,Premium Room with City View,9564002,181
2022-02-21,Makedonia Palace,95640,Premium Room with City View,9564002,188
2022-02-21,Makedonia Palace,95640,Premium Room with City View,9564002,206
2022-02-21,Makedonia Palace,95640,Premium Room with City View,9564002,150
2022-02-21,Makedonia Palace,95640,Premium Room with City View,9564002,166
2022-02-21,Makedonia Palace,95640,Executive Double Room with City View,9564017,181
2022-02-21,Makedonia Palace,95640,Executive Double Room with City View,9564017,201
2022-02-21,Makedonia Palace,95640,Executive Double Room with City View,9564017,206
2022-02-21,Makedonia Palace,95640,Executive Double Room with City View,9564017,226
2022-02-21,Makedonia Palace,95640,Executive Double Room with City View,9564017,168
2022-02-21,Makedonia Palace,95640,Executive Double Room with City View,9564017,186
2022-02-21,Makedonia Palace,95640,Premium Room with Sea View,9564001,190
2022-02-21,Makedonia Palace,95640,Premium Room with Sea View,9564001,211
2022-02-21,Makedonia Palace,95640,Premium Room with Sea View,9564001,215
2022-02-21,Makedonia Palace,95640,Premium Room with Sea View,9564001,236
2022-02-21,Makedonia Palace,95640,Premium Room with Sea View,9564001,177
2022-02-21,Makedonia Palace,95640,Premium Room with Sea View,9564001,196
2022-02-21,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,208
2022-02-21,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,231
2022-02-21,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,233
2022-02-21,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,256
2022-02-21,Makedonia Palace,95640,Executive Double Room with Sea View,9564016,195
