Date,Hotel Name,Hotel ID,Room Name,Room ID,Price
2022-02-17,Electra Palace Thessaloniki,95605,Junior Suite,9560510,315
2022-02-17,Electra Palace Thessaloniki,95605,Junior Suite,9560510,333
2022-02-17,The Excelsior Small Luxury Hotels of the World,190477,Deluxe Double Room,19047705,191
2022-02-17,The Excelsior Small Luxury Hotels of the World,190477,Deluxe Double Room,19047705,172
2022-02-17,The Excelsior Small Luxury Hotels of the World,190477,Junior Suite,19047702,266
2022-02-17,The Excelsior Small Luxury Hotels of the World,190477,Junior Suite,19047702,295
2022-02-17,The Excelsior Small Luxury Hotels of the World,190477,Junior Suite,19047702,240
2022-02-17,The Excelsior Small Luxury Hotels of the World,190477,Junior Suite,19047702,266
2022-02-17,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,168
2022-02-17,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,188
2022-02-17,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,198
2022-02-17,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,218
2022-02-17,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,155
2022-02-17,Hyatt Regency Thessaloniki,17799,1 King Bed,1779903,165
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,168
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,188
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,198
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,218
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,155
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Beds,1779904,165
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,258
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,278
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,288
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,308
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,245
2022-02-17,Hyatt Regency Thessaloniki,17799,2 Twin Deluxe,1779918,255
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,273
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,293
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,303
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,323
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,260
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency King Suite,1779920,270
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,418
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,438
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,448
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,468
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,405
2022-02-17,Hyatt Regency Thessaloniki,17799,Regency Executive Suite,1779919,415
2022-02-17,Hotel Nikopolis,26364,Superior Room with Garden View,2636408,158
2022-02-17,Hotel Nikopolis,26364,Superior Room with Garden View,2636408,184
2022-02-17,Hotel Nikopolis,26364,Superior Room with Garden View,2636408,184
2022-02-17,Hotel Nikopolis,26364,Superior Room with Garden View,2636408,214
2022-02-17,Hotel Nikopolis,26364,Superior Room with Garden View,2636408,149
2022-02-17,Hotel Nikopolis,26364,Superior Room with Garden View,2636408,174
2022-02-17,Hotel Nikopolis,26364,Superior Room with Pool View,2636402,166
2022-02-17,Hotel Nikopolis,26364,Superior Room with Pool View,2636402,194
2022-02-17,Hotel Nikopolis,26364,Superior Room with Pool View,2636402,192
2022-02-17,Hotel Nikopolis,26364,Superior Room with Pool View,2636402,224
2022-02-17,Hotel Nikopolis,26364,Superior Room with Pool View,2636402,158
2022-02-17,Hotel Nikopolis,26364,Superior Room with Pool View,2636402,184
2022-02-17,Hotel Nikopolis,26364,Deluxe Room with Pool View,2636401,178
2022-02-17,Hotel Nikopolis,26364,Deluxe Room with Pool View,2636401,207
2022-02-17,Hotel Nikopolis,26364,Deluxe Room with Pool View,2636401,204
2022-02-17,Hotel Nikopolis,26364,Deluxe Room with Pool View,2636401,237
2022-02-17,Hotel Nikopolis,26364,Deluxe Room with Pool View,2636401,169
2022-02-17,Hotel Nikopolis,26364,Deluxe Room with Pool View,2636401,197
2022-02-17,Hotel Nikopolis,26364,Junior Suite with Garden View,2636409,207
2022-02-17,Hotel Nikopolis,26364,Junior Suite with Garden View,2636409,242
